title,genre,background,combined
"""Parade"" de Satie","Music, Dementia","French composer Erik Satie (1866-1925) created the ballet music piece ""Parade"" in 1916, at the age of 50, and it was first performed in 1917, with Jean Cocteau and Pablo Picasso taking part to its creation on the scene. The ballet was introduced by the poet Guillaume Apollinaire, who described it by using the term ""surrealism"" for the very first time. Mixing quotes from Satie&rsquo;s essays with the music performed by a Dutch jazz band, the Willem Breuker Kollektief, this film is an animated re-creation of ""realist ballet"" images going beyond reality.","Music, Dementia French composer Erik Satie (1866-1925) created the ballet music piece ""Parade"" in 1916, at the age of 50, and it was first performed in 1917, with Jean Cocteau and Pablo Picasso taking part to its creation on the scene. The ballet was introduced by the poet Guillaume Apollinaire, who described it by using the term ""surrealism"" for the very first time. Mixing quotes from Satie&rsquo;s essays with the music performed by a Dutch jazz band, the Willem Breuker Kollektief, this film is an animated re-creation of ""realist ballet"" images going beyond reality."
Nana,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo","Nana was also adapted into two successful live action films in 2006, starring Mika Nakashima and Aoi Miyazaki. The manga won the Shogakukan Manga Award for shoujo and it sold more than 40 million copies to this date.","Music, Slice of Life, Comedy, Drama, Romance, Shoujo Nana was also adapted into two successful live action films in 2006, starring Mika Nakashima and Aoi Miyazaki. The manga won the Shogakukan Manga Award for shoujo and it sold more than 40 million copies to this date."
Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",Romeo no Aoi Sora is based on the 1941 German novel Die schwarzen Br&uuml;der by Lisa Tetzner.,"Adventure, Drama, Historical, Slice of Life Romeo no Aoi Sora is based on the 1941 German novel Die schwarzen Br&uuml;der by Lisa Tetzner."
Crusher Joe,"Action, Sci-Fi, Adventure, Space",Crusher Joe won the 1983 Animage Anime Grand Prix Award.,"Action, Sci-Fi, Adventure, Space Crusher Joe won the 1983 Animage Anime Grand Prix Award."
Saiki Kusuo no Ψ-nan (TV),"Slice of Life, Comedy, Supernatural, School, Shounen"," Saiki Kusuo no &Psi;-nan aired weekly from Monday to Friday short 5 minute episodes in the morning block until November 4, 2016. A full episode every Sunday night followed the morning block short, but later became the main broadcast time. ","Slice of Life, Comedy, Supernatural, School, Shounen  Saiki Kusuo no &Psi;-nan aired weekly from Monday to Friday short 5 minute episodes in the morning block until November 4, 2016. A full episode every Sunday night followed the morning block short, but later became the main broadcast time. "
Pokemon Diamond & Pearl,"Action, Adventure, Comedy, Fantasy, Kids","In the US, the second season of Pokemon: Diamond and Pearl is called Pokemon: Battle Dimension (Pokemon Season 11).","Action, Adventure, Comedy, Fantasy, Kids In the US, the second season of Pokemon: Diamond and Pearl is called Pokemon: Battle Dimension (Pokemon Season 11)."
Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural","The first episode was aired during a special event on Sunday, September 19, 2010 in Laforet Museum Roppongi, Tokyo. The television broadcast started on October 2, 2010.","Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural The first episode was aired during a special event on Sunday, September 19, 2010 in Laforet Museum Roppongi, Tokyo. The television broadcast started on October 2, 2010."
Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",One of the awards won by the series was the Seiun Award in 2008 for the Best Dramatic Presentation category. ,"Adventure, Comedy, Drama, Mystery, Sci-Fi One of the awards won by the series was the Seiun Award in 2008 for the Best Dramatic Presentation category. "
Tough Guy!,"Action, Comedy",Winner of the 2005 Oofuji Noburou Award at the Mainichi Film Awards.,"Action, Comedy Winner of the 2005 Oofuji Noburou Award at the Mainichi Film Awards."
Inazuma Eleven Go: Chrono Stone,"Sports, Super Power, Shounen",The series won the 2012 Animage&#039;s Anime Grand Prix Award.,"Sports, Super Power, Shounen The series won the 2012 Animage&#039;s Anime Grand Prix Award."
Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",The series won the 1998 Animage&#039;s Anime Grand Prix Award.,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space The series won the 1998 Animage&#039;s Anime Grand Prix Award."
Makai Ouji: Devils and Realist,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei","Makai Ouji: Devils and Realist was licensed as Devils and Realist for an English release by Sentai Filmworks. It was released on March 3rd, 2015 on both DVD and Blu Ray. It is currently streaming on Crunchyroll, Hulu and Sentai Filmworks official anime streaming site, The Anime Network. ","Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei Makai Ouji: Devils and Realist was licensed as Devils and Realist for an English release by Sentai Filmworks. It was released on March 3rd, 2015 on both DVD and Blu Ray. It is currently streaming on Crunchyroll, Hulu and Sentai Filmworks official anime streaming site, The Anime Network. "
Hanada Shounen-shi,"Supernatural, Comedy, Slice of Life, Drama","In 2003, the anime received the Tokyo International Anime Festival Grand Prize for the TV Anime category.","Supernatural, Comedy, Slice of Life, Drama In 2003, the anime received the Tokyo International Anime Festival Grand Prize for the TV Anime category."
Poputepipikku,"Comedy, Parody, Dementia",Poputepipikku is based on bkub Ookawa&#039;s 4-koma manga series of the same title. Each episode consists of a 12-minute segment repeated twice. The repeated segment contains a different voiceover by another voice actor with variations on the skits.,"Comedy, Parody, Dementia Poputepipikku is based on bkub Ookawa&#039;s 4-koma manga series of the same title. Each episode consists of a 12-minute segment repeated twice. The repeated segment contains a different voiceover by another voice actor with variations on the skits."
D-Frag!,"Game, Comedy, School, Seinen",D-Frag! adapts content from the first 5 volumes of Tomoya Haruno&#039;s manga of the same name.,"Game, Comedy, School, Seinen D-Frag! adapts content from the first 5 volumes of Tomoya Haruno&#039;s manga of the same name."
Aku no Hana,"Drama, Psychological, Romance, School","Pre-screened on March 20, 2013 at the Tokyo International Anime Fair. The regular TV airing date was on April 5, 2013.","Drama, Psychological, Romance, School Pre-screened on March 20, 2013 at the Tokyo International Anime Fair. The regular TV airing date was on April 5, 2013."
Tough Boy,"Action, Music, Parody",Tough Boy was originally performed by the Japanese band Tom Cat for the opening of Hokuto No Ken 2.The group from Henshin Gattai! 5 tsu no Atsuki Tamashii makes a short appearance near the beginning of the video.,"Action, Music, Parody Tough Boy was originally performed by the Japanese band Tom Cat for the opening of Hokuto No Ken 2.The group from Henshin Gattai! 5 tsu no Atsuki Tamashii makes a short appearance near the beginning of the video."
Happy Jozy,Comedy,Happy Jozy is broadcast within the program Animusu! on TV Tokyo.,Comedy Happy Jozy is broadcast within the program Animusu! on TV Tokyo.
Haikyuu!! Second Season,"Comedy, Sports, Drama, School, Shounen","Haikyuu!! Second Season is the sequel to the first anime adaptation of the ongoing manga of the same name, Haikyuu!!, which was ranked in 4th place in Honya Club&#039;s prestigious &#039;Zenkoku Shotenin ga Eranda Osusume Comic&#039; ranking in 2013. Sentai Filmworks has announced their exclusive licensing rights for digital and home release in North America.","Comedy, Sports, Drama, School, Shounen Haikyuu!! Second Season is the sequel to the first anime adaptation of the ongoing manga of the same name, Haikyuu!!, which was ranked in 4th place in Honya Club&#039;s prestigious &#039;Zenkoku Shotenin ga Eranda Osusume Comic&#039; ranking in 2013. Sentai Filmworks has announced their exclusive licensing rights for digital and home release in North America."
Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire","Vampire Knight was released by Manga Entertainment in the UK and by Madman Entertainment in Australia. Vampire Knight is available for streaming on Hulu and Netflix. Additionally, the anime has been adapted into drama CDs, live-action musicals, dating simulators and art books. ","Drama, Mystery, Romance, Shoujo, Supernatural, Vampire Vampire Knight was released by Manga Entertainment in the UK and by Madman Entertainment in Australia. Vampire Knight is available for streaming on Hulu and Netflix. Additionally, the anime has been adapted into drama CDs, live-action musicals, dating simulators and art books. "
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Romance, Ecchi, Fantasy",The series adapts the first 3 volumes of Jun Sakyou&#039;s light novel series of the same title.,"Comedy, Romance, Ecchi, Fantasy The series adapts the first 3 volumes of Jun Sakyou&#039;s light novel series of the same title."
Tonari no Totoro,"Adventure, Comedy, Supernatural","In 1988, Tonari no Totoro won the Best Film and Ofuji Noburo awards in the Mainichi Film Awards, the Special Award in the 31st Blue Ribbon Awards, the Grand Prix in the Animage Anime Awards, and the Best Film and Reader&#039;s Choice Award: Best Japanese Film awards in the Kinema Junpo Awards.","Adventure, Comedy, Supernatural In 1988, Tonari no Totoro won the Best Film and Ofuji Noburo awards in the Mainichi Film Awards, the Special Award in the 31st Blue Ribbon Awards, the Grand Prix in the Animage Anime Awards, and the Best Film and Reader&#039;s Choice Award: Best Japanese Film awards in the Kinema Junpo Awards."
Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,"Kids, Magic, Fantasy",The film screened alongside Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen! short.,"Kids, Magic, Fantasy The film screened alongside Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen! short."
Hachimitsu to Clover II,"Drama, Josei, Romance, Slice of Life",Hachimitsu to Clover II aired on Fuji Television&#039;s noitaminA block.,"Drama, Josei, Romance, Slice of Life Hachimitsu to Clover II aired on Fuji Television&#039;s noitaminA block."
Hundred,"Action, Sci-Fi, Harem, Romance, Ecchi, Mecha, School",Hundred adapts the first four novels of Jun Misaki&#039;s light novel series of the same title. ,"Action, Sci-Fi, Harem, Romance, Ecchi, Mecha, School Hundred adapts the first four novels of Jun Misaki&#039;s light novel series of the same title. "
